Sample,Metric,Detour Difference
2479,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00391692
2479,Uniformified 32-bit Asymmetric Wrap Metric Distance,6.19811e-05
2480,Uniformified 32-bit Hamming Metric Distance,1.02175
2480,Uniformified 32-bit Approx Dual Streak Metric Distance,0.827267
2480,Uniformified 32-bit Hash Metric Distance,1.02628
2480,Uniformified 32-bit Symmetric Wrap Metric Distance,1.87466
2480,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00404933
2481,Uniformified 32-bit Hamming Metric Distance,-0.29802
2481,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.253275
2481,Uniformified 32-bit Hash Metric Distance,1.04577
2481,Uniformified 32-bit Symmetric Wrap Metric Distance,1.6664
2481,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00451898
2482,Uniformified 32-bit Hamming Metric Distance,0.259924
2482,Uniformified 32-bit Approx Dual Streak Metric Distance,0.165983
2482,Uniformified 32-bit Hash Metric Distance,1.45619
2482,Uniformified 32-bit Symmetric Wrap Metric Distance,0.356578
2482,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00509568
2483,Uniformified 32-bit Hamming Metric Distance,1.08064
2483,Uniformified 32-bit Approx Dual Streak Metric Distance,1.19008
2483,Uniformified 32-bit Hash Metric Distance,0.553851
2483,Uniformified 32-bit Symmetric Wrap Metric Distance,0.297063
2483,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00329
2484,Uniformified 32-bit Hamming Metric Distance,0.0762924
2484,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.130037
2484,Uniformified 32-bit Hash Metric Distance,0.366004
2484,Uniformified 32-bit Symmetric Wrap Metric Distance,1.77538
2484,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.989095
2485,Uniformified 32-bit Hamming Metric Distance,0.749875
2485,Uniformified 32-bit Approx Dual Streak Metric Distance,0.943706
2485,Uniformified 32-bit Hash Metric Distance,0.663499
2485,Uniformified 32-bit Symmetric Wrap Metric Distance,1.49417
2485,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.98866
2486,Uniformified 32-bit Hamming Metric Distance,0.838166
2486,Uniformified 32-bit Approx Dual Streak Metric Distance,0.356814
2486,Uniformified 32-bit Hash Metric Distance,-0.186876
2486,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00645136
2486,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000758175
2487,Uniformified 32-bit Hamming Metric Distance,-0.4964
2487,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.623038
2487,Uniformified 32-bit Hash Metric Distance,0.768234
2487,Uniformified 32-bit Symmetric Wrap Metric Distance,0.485207
2487,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00364
2488,Uniformified 32-bit Hamming Metric Distance,-0.311219
2488,Uniformified 32-bit Approx Dual Streak Metric Distance,0.132187
2488,Uniformified 32-bit Hash Metric Distance,-0.248682
2488,Uniformified 32-bit Symmetric Wrap Metric Distance,0.224086
2488,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998585
2489,Uniformified 32-bit Hamming Metric Distance,0.769573
2489,Uniformified 32-bit Approx Dual Streak Metric Distance,1.21228
2489,Uniformified 32-bit Hash Metric Distance,0.973738
2489,Uniformified 32-bit Symmetric Wrap Metric Distance,1.6395
2489,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00985836
2490,Uniformified 32-bit Hamming Metric Distance,0.978552
2490,Uniformified 32-bit Approx Dual Streak Metric Distance,0.690631
2490,Uniformified 32-bit Hash Metric Distance,0.274427
2490,Uniformified 32-bit Symmetric Wrap Metric Distance,1.03155
2490,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.995933
2491,Uniformified 32-bit Hamming Metric Distance,0.419108
2491,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0949905
2491,Uniformified 32-bit Hash Metric Distance,0.382945
2491,Uniformified 32-bit Symmetric Wrap Metric Distance,0.647351
2491,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0108937
2492,Uniformified 32-bit Hamming Metric Distance,0.449405
2492,Uniformified 32-bit Approx Dual Streak Metric Distance,0.245225
2492,Uniformified 32-bit Hash Metric Distance,-0.109192
2492,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0357627
2492,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000268708
2493,Uniformified 32-bit Hamming Metric Distance,-0.0384462
2493,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.414809
2493,Uniformified 32-bit Hash Metric Distance,0.422871
2493,Uniformified 32-bit Symmetric Wrap Metric Distance,1.01419
2493,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0110376
2494,Uniformified 32-bit Hamming Metric Distance,0.235526
2494,Uniformified 32-bit Approx Dual Streak Metric Distance,0.536096
2494,Uniformified 32-bit Hash Metric Distance,0.593614
2494,Uniformified 32-bit Symmetric Wrap Metric Distance,0.216954
2494,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0039195
2495,Uniformified 32-bit Hamming Metric Distance,1.41141
2495,Uniformified 32-bit Approx Dual Streak Metric Distance,1.42466
2495,Uniformified 32-bit Hash Metric Distance,0.0865575
2495,Uniformified 32-bit Symmetric Wrap Metric Distance,0.249696
2495,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00435696
2496,Uniformified 32-bit Hamming Metric Distance,-0.438056
2496,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.639836
2496,Uniformified 32-bit Hash Metric Distance,0.719229
2496,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0022603
2496,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00182743
2497,Uniformified 32-bit Hamming Metric Distance,0.290171
2497,Uniformified 32-bit Approx Dual Streak Metric Distance,0.518348
2497,Uniformified 32-bit Hash Metric Distance,1.10295
2497,Uniformified 32-bit Symmetric Wrap Metric Distance,0.173067
2497,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999643
2498,Uniformified 32-bit Hamming Metric Distance,0.235526
2498,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
2498,Uniformified 32-bit Hash Metric Distance,0.871652
2498,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00623404
2498,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000991883
2499,Uniformified 32-bit Hamming Metric Distance,-0.630187
2499,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.422758
2499,Uniformified 32-bit Hash Metric Distance,0.632414
2499,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0119967
2499,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00475
2500,Uniformified 32-bit Hamming Metric Distance,0.235526
2500,Uniformified 32-bit Approx Dual Streak Metric Distance,0.332617
2500,Uniformified 32-bit Hash Metric Distance,0.401316
2500,Uniformified 32-bit Symmetric Wrap Metric Distance,0.588394
2500,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000375479
2501,Uniformified 32-bit Hamming Metric Distance,0.711229
2501,Uniformified 32-bit Approx Dual Streak Metric Distance,0.553945
2501,Uniformified 32-bit Hash Metric Distance,-0.597142
2501,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00295696
2501,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00242777
2502,Uniformified 32-bit Hamming Metric Distance,-0.252325
2502,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.482602
2502,Uniformified 32-bit Hash Metric Distance,0.300549
2502,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.000292737
2502,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996407
2503,Uniformified 32-bit Hamming Metric Distance,1.02385
2503,Uniformified 32-bit Approx Dual Streak Metric Distance,0.336666
2503,Uniformified 32-bit Hash Metric Distance,0.840705
2503,Uniformified 32-bit Symmetric Wrap Metric Distance,0.856967
2503,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000209376
2504,Uniformified 32-bit Hamming Metric Distance,-0.0877412
2504,Uniformified 32-bit Approx Dual Streak Metric Distance,0.00314969
2504,Uniformified 32-bit Hash Metric Distance,0.969681
2504,Uniformified 32-bit Symmetric Wrap Metric Distance,0.391155
2504,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00659188
2505,Uniformified 32-bit Hamming Metric Distance,0.60074
2505,Uniformified 32-bit Approx Dual Streak Metric Distance,0.372013
2505,Uniformified 32-bit Hash Metric Distance,0.449415
2505,Uniformified 32-bit Symmetric Wrap Metric Distance,0.909862
2505,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0154579
2506,Uniformified 32-bit Hamming Metric Distance,0.473803
2506,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.268423
2506,Uniformified 32-bit Hash Metric Distance,0.654842
2506,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00178908
2506,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998615
2507,Uniformified 32-bit Hamming Metric Distance,0.709329
2507,Uniformified 32-bit Approx Dual Streak Metric Distance,0.959454
2507,Uniformified 32-bit Hash Metric Distance,1.48361
2507,Uniformified 32-bit Symmetric Wrap Metric Distance,1.40387
2507,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992917
2508,Uniformified 32-bit Hamming Metric Distance,1.16428
2508,Uniformified 32-bit Approx Dual Streak Metric Distance,0.690631
2508,Uniformified 32-bit Hash Metric Distance,1.13114
2508,Uniformified 32-bit Symmetric Wrap Metric Distance,0.414003
2508,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00752234
2509,Uniformified 32-bit Hamming Metric Distance,0.749875
2509,Uniformified 32-bit Approx Dual Streak Metric Distance,0.614489
2509,Uniformified 32-bit Hash Metric Distance,-0.18107
2509,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000777038
2509,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.994322
2510,Uniformified 32-bit Hamming Metric Distance,1.33982
2510,Uniformified 32-bit Approx Dual Streak Metric Distance,1.04275
2510,Uniformified 32-bit Hash Metric Distance,0.654849
2510,Uniformified 32-bit Symmetric Wrap Metric Distance,0.369067
2510,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998407
2511,Uniformified 32-bit Hamming Metric Distance,0.0762924
2511,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.116388
2511,Uniformified 32-bit Hash Metric Distance,0.747201
2511,Uniformified 32-bit Symmetric Wrap Metric Distance,1.14974
2511,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0144596
2512,Uniformified 32-bit Hamming Metric Distance,-0.252325
2512,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.160934
2512,Uniformified 32-bit Hash Metric Distance,0.536428
2512,Uniformified 32-bit Symmetric Wrap Metric Distance,0.146401
2512,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000972201
2513,Uniformified 32-bit Hamming Metric Distance,1.19718
2513,Uniformified 32-bit Approx Dual Streak Metric Distance,0.250375
2513,Uniformified 32-bit Hash Metric Distance,0.0712724
2513,Uniformified 32-bit Symmetric Wrap Metric Distance,0.450642
2513,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998876
2514,Uniformified 32-bit Hamming Metric Distance,1.17588
2514,Uniformified 32-bit Approx Dual Streak Metric Distance,1.09489
2514,Uniformified 32-bit Hash Metric Distance,0.00280126
2514,Uniformified 32-bit Symmetric Wrap Metric Distance,0.843528
2514,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00222639
2515,Uniformified 32-bit Hamming Metric Distance,0.657534
2515,Uniformified 32-bit Approx Dual Streak Metric Distance,0.726727
2515,Uniformified 32-bit Hash Metric Distance,0.0595897
2515,Uniformified 32-bit Symmetric Wrap Metric Distance,0.364564
2515,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00380212
2516,Uniformified 32-bit Hamming Metric Distance,0.531247
2516,Uniformified 32-bit Approx Dual Streak Metric Distance,0.29687
2516,Uniformified 32-bit Hash Metric Distance,0.899031
2516,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00219752
2516,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00175
2517,Uniformified 32-bit Hamming Metric Distance,0.257274
2517,Uniformified 32-bit Approx Dual Streak Metric Distance,0.431957
2517,Uniformified 32-bit Hash Metric Distance,0.952394
2517,Uniformified 32-bit Symmetric Wrap Metric Distance,0.719314
2517,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00051
2518,Uniformified 32-bit Hamming Metric Distance,1.02175
2518,Uniformified 32-bit Approx Dual Streak Metric Distance,1.61854
2518,Uniformified 32-bit Hash Metric Distance,1.95415
2518,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00252106
2518,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0037404
2519,Uniformified 32-bit Hamming Metric Distance,0.235526
2519,Uniformified 32-bit Approx Dual Streak Metric Distance,0.340066
2519,Uniformified 32-bit Hash Metric Distance,0.0607353
2519,Uniformified 32-bit Symmetric Wrap Metric Distance,1.11058
2519,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.990548
2520,Uniformified 32-bit Hamming Metric Distance,1.40456
2520,Uniformified 32-bit Approx Dual Streak Metric Distance,0.976852
2520,Uniformified 32-bit Hash Metric Distance,0.338043
2520,Uniformified 32-bit Symmetric Wrap Metric Distance,0.745143
2520,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996578
2521,Uniformified 32-bit Hamming Metric Distance,0.248225
2521,Uniformified 32-bit Approx Dual Streak Metric Distance,0.09994
2521,Uniformified 32-bit Hash Metric Distance,0.455386
2521,Uniformified 32-bit Symmetric Wrap Metric Distance,0.801459
2521,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.993703
2522,Uniformified 32-bit Hamming Metric Distance,0.983302
2522,Uniformified 32-bit Approx Dual Streak Metric Distance,0.630437
2522,Uniformified 32-bit Hash Metric Distance,1.02668
2522,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00116957
2522,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00161
2523,Uniformified 32-bit Hamming Metric Distance,-0.0560444
2523,Uniformified 32-bit Approx Dual Streak Metric Distance,0.755374
2523,Uniformified 32-bit Hash Metric Distance,0.0845058
2523,Uniformified 32-bit Symmetric Wrap Metric Distance,0.75626
2523,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99708
2524,Uniformified 32-bit Hamming Metric Distance,0.590641
2524,Uniformified 32-bit Approx Dual Streak Metric Distance,0.829367
2524,Uniformified 32-bit Hash Metric Distance,1.16837
2524,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00765601
2524,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00263
2525,Uniformified 32-bit Hamming Metric Distance,0.509499
2525,Uniformified 32-bit Approx Dual Streak Metric Distance,0.784172
2525,Uniformified 32-bit Hash Metric Distance,0.0949343
2525,Uniformified 32-bit Symmetric Wrap Metric Distance,1.10561
2525,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.989217
2526,Uniformified 32-bit Hamming Metric Distance,0.326767
2526,Uniformified 32-bit Approx Dual Streak Metric Distance,0.792321
2526,Uniformified 32-bit Hash Metric Distance,0.325226
2526,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00270573
2526,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00188078
2527,Uniformified 32-bit Hamming Metric Distance,0.766573
2527,Uniformified 32-bit Approx Dual Streak Metric Distance,1.38406
2527,Uniformified 32-bit Hash Metric Distance,0.501746
2527,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00571945
2527,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00285
2528,Uniformified 32-bit Hamming Metric Distance,0.39526
2528,Uniformified 32-bit Approx Dual Streak Metric Distance,0.450155
2528,Uniformified 32-bit Hash Metric Distance,0.873512
2528,Uniformified 32-bit Symmetric Wrap Metric Distance,1.16597
2528,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99189
2529,Uniformified 32-bit Hamming Metric Distance,1.45635
2529,Uniformified 32-bit Approx Dual Streak Metric Distance,1.0455
2529,Uniformified 32-bit Hash Metric Distance,0.572381
2529,Uniformified 32-bit Symmetric Wrap Metric Distance,0.102057
2529,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99911
2530,Uniformified 32-bit Hamming Metric Distance,0.0762924
2530,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.152535
2530,Uniformified 32-bit Hash Metric Distance,-0.303711
2530,Uniformified 32-bit Symmetric Wrap Metric Distance,-7.87307e-05
2530,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00103051
2531,Uniformified 32-bit Hamming Metric Distance,0.0527947
2531,Uniformified 32-bit Approx Dual Streak Metric Distance,0.323568
2531,Uniformified 32-bit Hash Metric Distance,0.391035
2531,Uniformified 32-bit Symmetric Wrap Metric Distance,0.227937
2531,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00355864
2532,Uniformified 32-bit Hamming Metric Distance,-0.214029
2532,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.0721928
2532,Uniformified 32-bit Hash Metric Distance,0.99617
2532,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00562196
2532,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00366
2533,Uniformified 32-bit Hamming Metric Distance,0.490701
2533,Uniformified 32-bit Approx Dual Streak Metric Distance,0.242976
2533,Uniformified 32-bit Hash Metric Distance,0.758027
2533,Uniformified 32-bit Symmetric Wrap Metric Distance,0.405914
2533,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.985377
2534,Uniformified 32-bit Hamming Metric Distance,0.749875
2534,Uniformified 32-bit Approx Dual Streak Metric Distance,0.435306
2534,Uniformified 32-bit Hash Metric Distance,0.328228
2534,Uniformified 32-bit Symmetric Wrap Metric Distance,0.537765
2534,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.98467
2535,Uniformified 32-bit Hamming Metric Distance,-0.10359
2535,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.174633
2535,Uniformified 32-bit Hash Metric Distance,-0.416346
2535,Uniformified 32-bit Symmetric Wrap Metric Distance,1.32114
2535,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992574
2536,Uniformified 32-bit Hamming Metric Distance,0.333917
2536,Uniformified 32-bit Approx Dual Streak Metric Distance,0.267223
