Sample,Metric,Detour Difference
3671,Uniformified 32-bit Symmetric Wrap Metric Distance,0.110155
3671,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00064
3672,Uniformified 32-bit Hamming Metric Distance,1.16428
3672,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
3672,Uniformified 32-bit Hash Metric Distance,0.0548684
3672,Uniformified 32-bit Symmetric Wrap Metric Distance,1.03926
3672,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.985882
3673,Uniformified 32-bit Hamming Metric Distance,0.157834
3673,Uniformified 32-bit Approx Dual Streak Metric Distance,0.144136
3673,Uniformified 32-bit Hash Metric Distance,0.625447
3673,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00880468
3673,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00576238
3674,Uniformified 32-bit Hamming Metric Distance,1.15028
3674,Uniformified 32-bit Approx Dual Streak Metric Distance,1.49105
3674,Uniformified 32-bit Hash Metric Distance,1.28293
3674,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0947816
3674,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.993243
3675,Uniformified 32-bit Hamming Metric Distance,0.907009
3675,Uniformified 32-bit Approx Dual Streak Metric Distance,1.24773
3675,Uniformified 32-bit Hash Metric Distance,0.468039
3675,Uniformified 32-bit Symmetric Wrap Metric Distance,0.545651
3675,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0076744
3676,Uniformified 32-bit Hamming Metric Distance,0.337616
3676,Uniformified 32-bit Approx Dual Streak Metric Distance,0.307619
3676,Uniformified 32-bit Hash Metric Distance,0.512716
3676,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0109412
3676,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992742
3677,Uniformified 32-bit Hamming Metric Distance,1.09544
3677,Uniformified 32-bit Approx Dual Streak Metric Distance,0.949755
3677,Uniformified 32-bit Hash Metric Distance,0.272058
3677,Uniformified 32-bit Symmetric Wrap Metric Distance,0.715774
3677,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.994994
3678,Uniformified 32-bit Hamming Metric Distance,0.235526
3678,Uniformified 32-bit Approx Dual Streak Metric Distance,0.680682
3678,Uniformified 32-bit Hash Metric Distance,0.902035
3678,Uniformified 32-bit Symmetric Wrap Metric Distance,0.172934
3678,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.002
3679,Uniformified 32-bit Hamming Metric Distance,-0.0384462
3679,Uniformified 32-bit Approx Dual Streak Metric Distance,1.08159
3679,Uniformified 32-bit Hash Metric Distance,0.383616
3679,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0111689
3679,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00007
3680,Uniformified 32-bit Hamming Metric Distance,-0.241226
3680,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0668933
3680,Uniformified 32-bit Hash Metric Distance,0.253729
3680,Uniformified 32-bit Symmetric Wrap Metric Distance,0.478809
3680,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00802093
3681,Uniformified 32-bit Hamming Metric Distance,1.30932
3681,Uniformified 32-bit Approx Dual Streak Metric Distance,1.19803
3681,Uniformified 32-bit Hash Metric Distance,0.164944
3681,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00700603
3681,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00491184
3682,Uniformified 32-bit Hamming Metric Distance,0.278722
3682,Uniformified 32-bit Approx Dual Streak Metric Distance,0.264274
3682,Uniformified 32-bit Hash Metric Distance,0.52596
3682,Uniformified 32-bit Symmetric Wrap Metric Distance,0.146893
3682,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00102
3683,Uniformified 32-bit Hamming Metric Distance,1.13219
3683,Uniformified 32-bit Approx Dual Streak Metric Distance,1.08769
3683,Uniformified 32-bit Hash Metric Distance,0.100793
3683,Uniformified 32-bit Symmetric Wrap Metric Distance,0.560879
3683,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991293
3684,Uniformified 32-bit Hamming Metric Distance,0.272073
3684,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
3684,Uniformified 32-bit Hash Metric Distance,0.351699
3684,Uniformified 32-bit Symmetric Wrap Metric Distance,0.966907
3684,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00948605
3685,Uniformified 32-bit Hamming Metric Distance,1.459
3685,Uniformified 32-bit Approx Dual Streak Metric Distance,1.62534
3685,Uniformified 32-bit Hash Metric Distance,0.672252
3685,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00417197
3685,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0036879
3686,Uniformified 32-bit Hamming Metric Distance,1.11549
3686,Uniformified 32-bit Approx Dual Streak Metric Distance,1.09969
3686,Uniformified 32-bit Hash Metric Distance,0.0460753
3686,Uniformified 32-bit Symmetric Wrap Metric Distance,0.320832
3686,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000901542
3687,Uniformified 32-bit Hamming Metric Distance,0.492601
3687,Uniformified 32-bit Approx Dual Streak Metric Distance,0.208029
3687,Uniformified 32-bit Hash Metric Distance,0.0637767
3687,Uniformified 32-bit Symmetric Wrap Metric Distance,1.05483
3687,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0138609
3688,Uniformified 32-bit Hamming Metric Distance,1.57114
3688,Uniformified 32-bit Approx Dual Streak Metric Distance,1.63919
3688,Uniformified 32-bit Hash Metric Distance,0.0931737
3688,Uniformified 32-bit Symmetric Wrap Metric Distance,0.444451
3688,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00290606
3689,Uniformified 32-bit Hamming Metric Distance,0.490701
3689,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
3689,Uniformified 32-bit Hash Metric Distance,-0.299295
3689,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00086013
3689,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996079
3690,Uniformified 32-bit Hamming Metric Distance,0.551495
3690,Uniformified 32-bit Approx Dual Streak Metric Distance,0.779622
3690,Uniformified 32-bit Hash Metric Distance,-0.109097
3690,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0122344
3690,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.0057
3691,Uniformified 32-bit Hamming Metric Distance,0.00474953
3691,Uniformified 32-bit Approx Dual Streak Metric Distance,0.729727
3691,Uniformified 32-bit Hash Metric Distance,1.63042
3691,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0229906
3691,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00026
3692,Uniformified 32-bit Hamming Metric Distance,-0.252725
3692,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.0274973
3692,Uniformified 32-bit Hash Metric Distance,0.903725
3692,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00230182
3692,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99848
3693,Uniformified 32-bit Hamming Metric Distance,-0.4964
3693,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.421908
3693,Uniformified 32-bit Hash Metric Distance,0.954335
3693,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00789019
3693,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000811482
3694,Uniformified 32-bit Hamming Metric Distance,0.967453
3694,Uniformified 32-bit Approx Dual Streak Metric Distance,0.485051
3694,Uniformified 32-bit Hash Metric Distance,-0.109672
3694,Uniformified 32-bit Symmetric Wrap Metric Distance,1.80327
3694,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00436396
3695,Uniformified 32-bit Hamming Metric Distance,0.285221
3695,Uniformified 32-bit Approx Dual Streak Metric Distance,0.178482
3695,Uniformified 32-bit Hash Metric Distance,0.100835
3695,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00950613
3695,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991311
3696,Uniformified 32-bit Hamming Metric Distance,-0.454805
3696,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.235626
3696,Uniformified 32-bit Hash Metric Distance,0.209984
3696,Uniformified 32-bit Symmetric Wrap Metric Distance,0.39525
3696,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00011
3697,Uniformified 32-bit Hamming Metric Distance,0.233427
3697,Uniformified 32-bit Approx Dual Streak Metric Distance,0.60199
3697,Uniformified 32-bit Hash Metric Distance,0.313361
3697,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0102797
3697,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00572493
3698,Uniformified 32-bit Hamming Metric Distance,-0.362764
3698,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.367263
3698,Uniformified 32-bit Hash Metric Distance,0.40387
3698,Uniformified 32-bit Symmetric Wrap Metric Distance,0.919747
3698,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99405
3699,Uniformified 32-bit Hamming Metric Distance,0.747775
3699,Uniformified 32-bit Approx Dual Streak Metric Distance,1.07999
3699,Uniformified 32-bit Hash Metric Distance,0.67278
3699,Uniformified 32-bit Symmetric Wrap Metric Distance,0.182125
3699,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00245
3700,Uniformified 32-bit Hamming Metric Distance,0.00474953
3700,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.191981
3700,Uniformified 32-bit Hash Metric Distance,0.0226717
3700,Uniformified 32-bit Symmetric Wrap Metric Distance,0.073071
3700,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00143
3701,Uniformified 32-bit Hamming Metric Distance,0.159934
3701,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0668433
3701,Uniformified 32-bit Hash Metric Distance,0.521553
3701,Uniformified 32-bit Symmetric Wrap Metric Distance,0.35321
3701,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999156
3702,Uniformified 32-bit Hamming Metric Distance,0.433907
3702,Uniformified 32-bit Approx Dual Streak Metric Distance,0.694481
3702,Uniformified 32-bit Hash Metric Distance,1.47351
3702,Uniformified 32-bit Symmetric Wrap Metric Distance,0.95781
3702,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000574284
3703,Uniformified 32-bit Hamming Metric Distance,0.218628
3703,Uniformified 32-bit Approx Dual Streak Metric Distance,0.268623
3703,Uniformified 32-bit Hash Metric Distance,0.563847
3703,Uniformified 32-bit Symmetric Wrap Metric Distance,0.479512
3703,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00598827
3704,Uniformified 32-bit Hamming Metric Distance,0.749875
3704,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0978402
3704,Uniformified 32-bit Hash Metric Distance,0.548784
3704,Uniformified 32-bit Symmetric Wrap Metric Distance,1.73708
3704,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991062
3705,Uniformified 32-bit Hamming Metric Distance,0.424108
3705,Uniformified 32-bit Approx Dual Streak Metric Distance,0.179532
3705,Uniformified 32-bit Hash Metric Distance,0.560628
3705,Uniformified 32-bit Symmetric Wrap Metric Distance,0.401205
3705,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00628383
3706,Uniformified 32-bit Hamming Metric Distance,0.257274
3706,Uniformified 32-bit Approx Dual Streak Metric Distance,0.431257
3706,Uniformified 32-bit Hash Metric Distance,0.839078
3706,Uniformified 32-bit Symmetric Wrap Metric Distance,1.15672
3706,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0191311
3707,Uniformified 32-bit Hamming Metric Distance,0.723378
3707,Uniformified 32-bit Approx Dual Streak Metric Distance,0.591641
3707,Uniformified 32-bit Hash Metric Distance,0.248819
3707,Uniformified 32-bit Symmetric Wrap Metric Distance,0.106711
3707,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00303569
3708,Uniformified 32-bit Hamming Metric Distance,0.0179482
3708,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0864914
3708,Uniformified 32-bit Hash Metric Distance,0.22224
3708,Uniformified 32-bit Symmetric Wrap Metric Distance,0.599524
3708,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00029
3709,Uniformified 32-bit Hamming Metric Distance,0.0762924
3709,Uniformified 32-bit Approx Dual Streak Metric Distance,0.114089
3709,Uniformified 32-bit Hash Metric Distance,0.846252
3709,Uniformified 32-bit Symmetric Wrap Metric Distance,0.891556
3709,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0122292
3710,Uniformified 32-bit Hamming Metric Distance,0.235526
3710,Uniformified 32-bit Approx Dual Streak Metric Distance,0.271773
3710,Uniformified 32-bit Hash Metric Distance,0.28356
3710,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00107156
3710,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000237233
3711,Uniformified 32-bit Hamming Metric Distance,1.02385
3711,Uniformified 32-bit Approx Dual Streak Metric Distance,0.935706
3711,Uniformified 32-bit Hash Metric Distance,0.438169
3711,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00241506
3711,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000264878
3712,Uniformified 32-bit Hamming Metric Distance,0.749875
3712,Uniformified 32-bit Approx Dual Streak Metric Distance,0.766723
3712,Uniformified 32-bit Hash Metric Distance,0.406305
3712,Uniformified 32-bit Symmetric Wrap Metric Distance,0.829961
3712,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00620825
3713,Uniformified 32-bit Hamming Metric Distance,1.09734
3713,Uniformified 32-bit Approx Dual Streak Metric Distance,0.943706
3713,Uniformified 32-bit Hash Metric Distance,-0.263649
3713,Uniformified 32-bit Symmetric Wrap Metric Distance,0.612649
3713,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00082
3714,Uniformified 32-bit Hamming Metric Distance,0.983302
3714,Uniformified 32-bit Approx Dual Streak Metric Distance,0.265073
3714,Uniformified 32-bit Hash Metric Distance,1.00265
3714,Uniformified 32-bit Symmetric Wrap Metric Distance,0.989338
3714,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0116164
3715,Uniformified 32-bit Hamming Metric Distance,0.0665933
3715,Uniformified 32-bit Approx Dual Streak Metric Distance,0.153985
3715,Uniformified 32-bit Hash Metric Distance,1.0896
3715,Uniformified 32-bit Symmetric Wrap Metric Distance,0.202316
3715,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00367198
3716,Uniformified 32-bit Hamming Metric Distance,0.419158
3716,Uniformified 32-bit Approx Dual Streak Metric Distance,0.736026
3716,Uniformified 32-bit Hash Metric Distance,0.508844
3716,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00425138
3716,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000819077
3717,Uniformified 32-bit Hamming Metric Distance,-0.468303
3717,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.280822
3717,Uniformified 32-bit Hash Metric Distance,-0.725938
3717,Uniformified 32-bit Symmetric Wrap Metric Distance,0.210457
3717,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00113463
3718,Uniformified 32-bit Hamming Metric Distance,0.532297
3718,Uniformified 32-bit Approx Dual Streak Metric Distance,0.79827
3718,Uniformified 32-bit Hash Metric Distance,0.227201
3718,Uniformified 32-bit Symmetric Wrap Metric Distance,1.09492
3718,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00578649
3719,Uniformified 32-bit Hamming Metric Distance,1.59029
3719,Uniformified 32-bit Approx Dual Streak Metric Distance,1.01865
3719,Uniformified 32-bit Hash Metric Distance,0.869495
3719,Uniformified 32-bit Symmetric Wrap Metric Distance,0.21327
3719,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00298247
3720,Uniformified 32-bit Hamming Metric Distance,0.490701
3720,Uniformified 32-bit Approx Dual Streak Metric Distance,0.725727
3720,Uniformified 32-bit Hash Metric Distance,0.764833
3720,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00791143
3720,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000800817
3721,Uniformified 32-bit Hamming Metric Distance,-0.142336
3721,Uniformified 32-bit Approx Dual Streak Metric Distance,0.357164
3721,Uniformified 32-bit Hash Metric Distance,-0.196104
3721,Uniformified 32-bit Symmetric Wrap Metric Distance,0.322863
3721,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00526135
3722,Uniformified 32-bit Hamming Metric Distance,0.963754
3722,Uniformified 32-bit Approx Dual Streak Metric Distance,0.982802
3722,Uniformified 32-bit Hash Metric Distance,0.792501
3722,Uniformified 32-bit Symmetric Wrap Metric Distance,0.391573
3722,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00323949
3723,Uniformified 32-bit Hamming Metric Distance,0.235526
3723,Uniformified 32-bit Approx Dual Streak Metric Distance,0.554345
3723,Uniformified 32-bit Hash Metric Distance,0.947862
3723,Uniformified 32-bit Symmetric Wrap Metric Distance,0.295374
3723,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0065338
3724,Uniformified 32-bit Hamming Metric Distance,0.490701
3724,Uniformified 32-bit Approx Dual Streak Metric Distance,0.105439
3724,Uniformified 32-bit Hash Metric Distance,-0.519823
3724,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0494868
3724,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00069
3725,Uniformified 32-bit Hamming Metric Distance,-0.416308
3725,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.713829
3725,Uniformified 32-bit Hash Metric Distance,-0.0243617
3725,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00104533
3725,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999599
3726,Uniformified 32-bit Hamming Metric Distance,0.323868
3726,Uniformified 32-bit Approx Dual Streak Metric Distance,0.513999
3726,Uniformified 32-bit Hash Metric Distance,0.888637
3726,Uniformified 32-bit Symmetric Wrap Metric Distance,1.08566
3726,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0110449
3727,Uniformified 32-bit Hamming Metric Distance,0.490701
3727,Uniformified 32-bit Approx Dual Streak Metric Distance,0.220278
3727,Uniformified 32-bit Hash Metric Distance,0.524682
3727,Uniformified 32-bit Symmetric Wrap Metric Distance,1.43459
3727,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00743839
3728,Uniformified 32-bit Hamming Metric Distance,-0.0405459
3728,Uniformified 32-bit Approx Dual Streak Metric Distance,1.05779
3728,Uniformified 32-bit Hash Metric Distance,0.48264
3728,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0344457
3728,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00186623
3729,Uniformified 32-bit Hamming Metric Distance,1.33982
3729,Uniformified 32-bit Approx Dual Streak Metric Distance,0.840916
3729,Uniformified 32-bit Hash Metric Distance,0.0840781
3729,Uniformified 32-bit Symmetric Wrap Metric Distance,0.715634
3729,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0029664
3730,Uniformified 32-bit Hamming Metric Distance,-0.528447
3730,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.163184
3730,Uniformified 32-bit Hash Metric Distance,0.354985
3730,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00135916
3730,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00140422
3731,Uniformified 32-bit Hamming Metric Distance,0.216728
3731,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0293471
3731,Uniformified 32-bit Hash Metric Distance,1.31711
3731,Uniformified 32-bit Symmetric Wrap Metric Distance,1.27582
3731,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992969
3732,Uniformified 32-bit Hamming Metric Distance,1.68328
3732,Uniformified 32-bit Approx Dual Streak Metric Distance,1.52785
3732,Uniformified 32-bit Hash Metric Distance,0.828076
3732,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0034607
3732,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.0017
3733,Uniformified 32-bit Hamming Metric Distance,0.159934
3733,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0336466
3733,Uniformified 32-bit Hash Metric Distance,1.42705
3733,Uniformified 32-bit Symmetric Wrap Metric Distance,0.353287
3733,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00208
3734,Uniformified 32-bit Hamming Metric Distance,1.00505
3734,Uniformified 32-bit Approx Dual Streak Metric Distance,0.310369
3734,Uniformified 32-bit Hash Metric Distance,0.120176
3734,Uniformified 32-bit Symmetric Wrap Metric Distance,0.439559
3734,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99867
3735,Uniformified 32-bit Hamming Metric Distance,-0.182882
3735,Uniformified 32-bit Approx Dual Streak Metric Distance,0.393211
3735,Uniformified 32-bit Hash Metric Distance,0.235636
3735,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00630493
3735,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00475
3736,Uniformified 32-bit Hamming Metric Distance,0.490701
3736,Uniformified 32-bit Approx Dual Streak Metric Distance,0.387361
3736,Uniformified 32-bit Hash Metric Distance,0.900305
3736,Uniformified 32-bit Symmetric Wrap Metric Distance,0.292758
3736,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00252467
3737,Uniformified 32-bit Hamming Metric Distance,1.35461
3737,Uniformified 32-bit Approx Dual Streak Metric Distance,1.33687
3737,Uniformified 32-bit Hash Metric Distance,0.453091
3737,Uniformified 32-bit Symmetric Wrap Metric Distance,0.626827
3737,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00202648
3738,Uniformified 32-bit Hamming Metric Distance,0.858214
3738,Uniformified 32-bit Approx Dual Streak Metric Distance,0.886511
3738,Uniformified 32-bit Hash Metric Distance,0.0750785
3738,Uniformified 32-bit Symmetric Wrap Metric Distance,0.191348
3738,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00520089
3739,Uniformified 32-bit Hamming Metric Distance,0.69808
3739,Uniformified 32-bit Approx Dual Streak Metric Distance,0.773423
3739,Uniformified 32-bit Hash Metric Distance,0.314408
3739,Uniformified 32-bit Symmetric Wrap Metric Distance,0.361511
3739,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.986627
3740,Uniformified 32-bit Hamming Metric Distance,0.494701
3740,Uniformified 32-bit Approx Dual Streak Metric Distance,0.262274
3740,Uniformified 32-bit Hash Metric Distance,0.466236
3740,Uniformified 32-bit Symmetric Wrap Metric Distance,0.148204
3740,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999944
3741,Uniformified 32-bit Hamming Metric Distance,0.490701
3741,Uniformified 32-bit Approx Dual Streak Metric Distance,0.4972
3741,Uniformified 32-bit Hash Metric Distance,0.877809
3741,Uniformified 32-bit Symmetric Wrap Metric Distance,0.949331
3741,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.994676
3742,Uniformified 32-bit Hamming Metric Distance,0.0686931
3742,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.00924908
3742,Uniformified 32-bit Hash Metric Distance,0.505981
3742,Uniformified 32-bit Symmetric Wrap Metric Distance,1.29202
3742,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992199
3743,Uniformified 32-bit Hamming Metric Distance,0.968503
3743,Uniformified 32-bit Approx Dual Streak Metric Distance,0.943706
3743,Uniformified 32-bit Hash Metric Distance,0.127406
3743,Uniformified 32-bit Symmetric Wrap Metric Distance,1.40385
3743,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991159
3744,Uniformified 32-bit Hamming Metric Distance,0.388611
3744,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20343
3744,Uniformified 32-bit Hash Metric Distance,1.08808
3744,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00581331
3744,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000150307
3745,Uniformified 32-bit Hamming Metric Distance,0.978552
3745,Uniformified 32-bit Approx Dual Streak Metric Distance,1.19238
3745,Uniformified 32-bit Hash Metric Distance,-0.107935
3745,Uniformified 32-bit Symmetric Wrap Metric Distance,0.640997
3745,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00925715
3746,Uniformified 32-bit Hamming Metric Distance,1.50665
3746,Uniformified 32-bit Approx Dual Streak Metric Distance,0.99555
3746,Uniformified 32-bit Hash Metric Distance,-0.748696
3746,Uniformified 32-bit Symmetric Wrap Metric Distance,0.151356
3746,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992174
3747,Uniformified 32-bit Hamming Metric Distance,0.323868
3747,Uniformified 32-bit Approx Dual Streak Metric Distance,0.342666
3747,Uniformified 32-bit Hash Metric Distance,0.161219
3747,Uniformified 32-bit Symmetric Wrap Metric Distance,1.69773
3747,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.989952
3748,Uniformified 32-bit Hamming Metric Distance,1.17588
3748,Uniformified 32-bit Approx Dual Streak Metric Distance,1.14529
3748,Uniformified 32-bit Hash Metric Distance,-0.370291
3748,Uniformified 32-bit Symmetric Wrap Metric Distance,0.423137
3748,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00712631
3749,Uniformified 32-bit Hamming Metric Distance,0.749875
3749,Uniformified 32-bit Approx Dual Streak Metric Distance,0.692281
3749,Uniformified 32-bit Hash Metric Distance,0.2832
3749,Uniformified 32-bit Symmetric Wrap Metric Distance,0.619596
3749,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0122068
3750,Uniformified 32-bit Hamming Metric Distance,0.490701
3750,Uniformified 32-bit Approx Dual Streak Metric Distance,0.585841
3750,Uniformified 32-bit Hash Metric Distance,-0.255285
3750,Uniformified 32-bit Symmetric Wrap Metric Distance,0.134746
3750,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00257883
3751,Uniformified 32-bit Hamming Metric Distance,1.24038
3751,Uniformified 32-bit Approx Dual Streak Metric Distance,1.37236
3751,Uniformified 32-bit Hash Metric Distance,0.835443
3751,Uniformified 32-bit Symmetric Wrap Metric Distance,0.810405
3751,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.985737
3752,Uniformified 32-bit Hamming Metric Distance,-0.327917
3752,Uniformified 32-bit Approx Dual Streak Metric Distance,0.392161
3752,Uniformified 32-bit Hash Metric Distance,0.916198
3752,Uniformified 32-bit Symmetric Wrap Metric Distance,0.275805
3752,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00326877
3753,Uniformified 32-bit Hamming Metric Distance,0.749875
3753,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.130037
3753,Uniformified 32-bit Hash Metric Distance,1.16399
3753,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00641127
3753,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00209
3754,Uniformified 32-bit Hamming Metric Distance,-0.256024
3754,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.0523948
3754,Uniformified 32-bit Hash Metric Distance,0.681017
3754,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0718372
3754,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00207591
3755,Uniformified 32-bit Hamming Metric Distance,1.39961
3755,Uniformified 32-bit Approx Dual Streak Metric Distance,1.38946
3755,Uniformified 32-bit Hash Metric Distance,0.0361344
3755,Uniformified 32-bit Symmetric Wrap Metric Distance,0.824833
3755,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00223114
3756,Uniformified 32-bit Hamming Metric Distance,1.24248
3756,Uniformified 32-bit Approx Dual Streak Metric Distance,0.460054
3756,Uniformified 32-bit Hash Metric Distance,-0.0767585
3756,Uniformified 32-bit Symmetric Wrap Metric Distance,0.606706
3756,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00675533
3757,Uniformified 32-bit Hamming Metric Distance,0.652685
3757,Uniformified 32-bit Approx Dual Streak Metric Distance,0.351465
3757,Uniformified 32-bit Hash Metric Distance,0.546037
3757,Uniformified 32-bit Symmetric Wrap Metric Distance,0.355679
